% Motor Triangle Wave Linearization Verification - Cycle Average
% Period      = 40.0 [sec]
% Cycles used = 3
% Fs          = 200 [Hz]
% N per cycle = 8000

Time[s]              Vcmd_ref_avg[V]      Omega_target_avg[rad/s] Omega_avg[rad/s]    
35.1800000000        -2.4099808500        -5.5615128075        -5.8595278841       
35.1850000000        -2.4074956333        -5.5557776730        -5.3719541731       
35.1900000000        -2.4049961167        -5.5500095385        -5.3276292903       
35.1950000000        -2.4024940333        -5.5442354807        -5.6157410286       
35.2000000000        -2.3999814667        -5.5384372306        -5.6379034700       
35.2050000000        -2.3974950833        -5.5326994038        -5.3719541731       
35.2100000000        -2.3949934000        -5.5269262692        -5.6600659114       
35.2150000000        -2.3924956667        -5.5211622500        -5.5270912630       
35.2200000000        -2.3899931833        -5.5153872692        -5.6157410286       
35.2250000000        -2.3874949833        -5.5096221730        -5.4606039387       
35.2300000000        -2.3849943333        -5.5038514230        -5.6822283528       
35.2350000000        -2.3824959333        -5.4980858653        -5.5492537044       
35.2400000000        -2.3799938000        -5.4923116923        -5.5049288216       
35.2450000000        -2.3774547167        -5.4864522497        -5.5049288215       
35.2500000000        -2.3749928833        -5.4807710769        -5.5935785872       
35.2550000000        -2.3724943000        -5.4750050961        -5.3054668489       
35.2600000000        -2.3699930500        -5.4692329615        -5.6379034700       
35.2650000000        -2.3674920167        -5.4634613268        -5.5714161458       
35.2700000000        -2.3649935500        -5.4576956154        -5.5492537044       
35.2750000000        -2.3624449500        -5.4518142111        -5.4606039387       
35.2800000000        -2.3599945333        -5.4461593846        -5.3497917317       
35.2850000000        -2.3574950667        -5.4403913654        -5.8152030013       
35.2900000000        -2.3549934167        -5.4346183077        -5.5049288215       
35.2950000000        -2.3524918500        -5.4288454423        -5.3276292903       
35.3000000000        -2.3499899833        -5.4230718845        -5.7043907942       
35.3050000000        -2.3474897333        -5.4173020576        -5.3719541731       
35.3100000000        -2.3449942833        -5.4115433077        -5.5049288216       
35.3150000000        -2.3424947167        -5.4057750577        -5.4606039387       
35.3200000000        -2.3399928000        -5.4000013846        -5.5492537044       
35.3250000000        -2.3374439000        -5.3941192880        -5.4606039387       
35.3300000000        -2.3349945333        -5.3884668846        -5.7265532356       
35.3350000000        -2.3324667000        -5.3826334036        -5.2611419661       
35.3400000000        -2.3299944167        -5.3769281153        -5.7487156770       
35.3450000000        -2.3274956500        -5.3711617115        -5.4162790559       
35.3500000000        -2.3249959667        -5.3653931923        -5.3054668489       
35.3550000000        -2.3224951333        -5.3596220192        -5.5270912630       
35.3600000000        -2.3199948000        -5.3538519999        -5.5270912630       
35.3650000000        -2.3174940167        -5.3480809423        -5.7487156770       
35.3700000000        -2.3149944333        -5.3423126538        -5.6157410286       
35.3750000000        -2.3123917000        -5.3363063261        -5.4162790559       
35.3800000000        -2.3099928500        -5.3307704999        -5.7930405599       
35.3850000000        -2.3074331167        -5.3248634034        -5.3941166145       
35.3900000000        -2.3049731833        -5.3191866152        -5.7487156771       
35.3950000000        -2.3024933500        -5.3134639038        -5.4162790559       
35.4000000000        -2.2999931167        -5.3076941153        -5.7487156771       
35.4050000000        -2.2974956000        -5.3019305961        -5.4827663801       
35.4100000000        -2.2949945667        -5.2961589615        -5.7265532357       
35.4150000000        -2.2924933167        -5.2903868269        -5.6600659114       
35.4200000000        -2.2899941000        -5.2846193846        -5.6379034700       
35.4250000000        -2.2874951333        -5.2788525192        -5.3719541731       
35.4300000000        -2.2849957500        -5.2730846923        -5.7265532356       
35.4350000000        -2.2824950167        -5.2673137500        -5.6157410286       
35.4400000000        -2.2799937167        -5.2615414999        -5.5935785872       
35.4450000000        -2.2774489500        -5.2556689419        -5.5935785872       
35.4500000000        -2.2749919833        -5.2499990000        -5.3276292903       
35.4550000000        -2.2724886333        -5.2442220191        -5.4827663802       
35.4600000000        -2.2699953167        -5.2384681923        -5.6379034700       
35.4650000000        -2.2674969667        -5.2327027500        -5.6157410286       
35.4700000000        -2.2649950167        -5.2269289999        -5.4606039388       
35.4750000000        -2.2624960167        -5.2211620577        -5.5270912630       
35.4800000000        -2.2599717500        -5.2153368075        -5.5935785872       
35.4850000000        -2.2574958000        -5.2096230577        -5.5714161458       
35.4900000000        -2.2549955333        -5.2038531923        -5.5270912629       
35.4950000000        -2.2524939333        -5.1980802500        -5.4606039387       
35.5000000000        -2.2499885000        -5.1922984614        -5.5714161458       
35.5050000000        -2.2474957500        -5.1865459423        -5.4162790559       
35.5100000000        -2.2449315833        -5.1806286148        -5.4827663802       
35.5150000000        -2.2424906333        -5.1749956345        -5.7708781184       
35.5200000000        -2.2399961333        -5.1692390769        -5.3719541731       
35.5250000000        -2.2374938167        -5.1634644807        -5.3054668489       
35.5300000000        -2.2349938667        -5.1576953461        -5.6600659114       
35.5350000000        -2.2324934167        -5.1519250577        -5.3941166145       
35.5400000000        -2.2299933000        -5.1461555384        -5.4606039387       
35.5450000000        -2.2274922833        -5.1403839422        -5.5492537044       
35.5500000000        -2.2249767167        -5.1345787690        -5.4827663802       
35.5550000000        -2.2224922667        -5.1288454038        -5.3941166145       
35.5600000000        -2.2199927833        -5.1230773461        -5.5935785872       
35.5650000000        -2.2174919667        -5.1173062115        -5.3276292903       
35.5700000000        -2.2149908833        -5.1115344615        -5.5049288215       
35.5750000000        -2.2124933167        -5.1057708269        -5.4606039387       
35.5800000000        -2.2099948500        -5.1000051153        -5.4606039387       
35.5850000000        -2.2074941167        -5.0942341730        -5.5270912629       
35.5900000000        -2.2049955167        -5.0884681538        -5.3719541731       
35.5950000000        -2.2024948333        -5.0826973269        -5.4827663802       
35.6000000000        -2.1999942000        -5.0769266154        -5.5935785872       
35.6050000000        -2.1974929667        -5.0711545192        -5.2168170832       
35.6100000000        -2.1949951333        -5.0653902692        -5.4162790559       
35.6150000000        -2.1924928167        -5.0596156731        -5.3054668489       
35.6200000000        -2.1899956167        -5.0538528846        -5.3276292903       
35.6250000000        -2.1874939333        -5.0480797500        -5.3941166145       
35.6300000000        -2.1849954667        -5.0423140384        -5.4384414973       
35.6350000000        -2.1824932000        -5.0365395577        -5.3276292903       
35.6400000000        -2.1799769167        -5.0307327306        -5.4606039388       
35.6450000000        -2.1774628833        -5.0249310958        -5.1946546418       
35.6500000000        -2.1749656333        -5.0191681920        -5.2389795247       
35.6550000000        -2.1724870333        -5.0134483268        -5.4827663801       
35.6600000000        -2.1699778667        -5.0076579229        -5.2389795246       
35.6650000000        -2.1674723500        -5.0018759421        -5.4162790559       
35.6700000000        -2.1649944333        -4.9961576538        -5.2389795246       
35.6750000000        -2.1624358500        -4.9902532110        -5.2168170832       
35.6800000000        -2.1599949000        -4.9846202307        -5.2611419661       
35.6850000000        -2.1574943833        -4.9788497884        -5.5049288216       
35.6900000000        -2.1549956500        -4.9730834615        -5.3497917317       
